pX_ptconecoreTrackPtrCorrection,p_d0,p_etcone20,pX_MultiLepton,p_sigmad0,p_TRTPID,p_numberOfInnermostPixelHits,p_ptPU30,p_deltaEta1,p_Rhad,p_Truth_isElectron
0.0,4.93,0.69,0,0.45,-0.13,1,0.0,-0.0011,0.31,0
7716.15,0.0011,1.62,0,0.019,-0.06,1,0.0,0.046,0.24,0
36931.59,0.022,1.06,0,0.014,0.16,1,0.0,-0.02,0.59,0
42611.16,-0.009,1.21,0,0.023,0.31,1,0.00094,0.015,0.28,0
6755.69,0.061,2.98,0,0.02,0.0093,1,0.0,-0.086,0.83,0
20429.56,0.13,1.72,0,0.014,-0.12,1,0.0,-0.093,0.37,0
34260.68,-0.018,0.67,0,0.014,-0.068,1,3.9e-06,0.024,0.22,0
50815.08,-0.0056,0.34,0,0.017,0.18,1,6.8e-05,-0.019,0.021,0
36318.65,0.28,1.36,0,0.064,-0.11,0,0.00029,-0.03,0.14,0
47634.41,0.014,1.02,0,0.019,0.37,1,3.9e-06,0.0046,0.71,0
35180.05,0.0023,1.13,0,0.015,-0.15,1,4.6e-05,0.0036,0.86,0
37730.96,0.0093,1.46,0,0.017,-0.031,1,9e-05,-0.0075,0.14,0
39525.73,-0.0021,0.34,0,0.011,-0.044,1,1.8e-06,0.012,0.16,0
29290.06,-0.017,0.53,0,0.019,0.0,1,1.3e-05,0.023,0.19,0
2419.95,0.024,0.17,0,0.057,-0.0069,1,0.00073,0.018,0.017,0
34120.27,0.014,1.69,0,0.013,0.25,1,8e-06,0.041,0.44,0
16353.03,-0.045,0.38,0,0.015,-0.08,1,0.00061,0.041,0.031,0
7864.31,-0.0047,1.55,0,0.028,-0.0032,1,0.0,-0.0098,0.22,0
1754.95,0.09,-1.56,0,0.063,-0.0084,1,7e-05,0.085,0.02,0
14515.41,-0.0019,1.74,0,0.023,-0.047,1,4.9e-05,0.0055,0.077,0
38438.27,-0.02,0.43,0,0.017,-0.11,1,0.0,-0.012,0.29,0
25107.02,-0.0012,0.27,1,0.012,0.32,1,0.087,0.00047,-0.0021,1
21389.59,0.038,1.56,0,0.023,0.11,2,8.9e-05,-0.06,0.092,0
48517.44,0.0067,1.09,0,0.012,-0.047,1,0.0,-0.056,0.85,0
22637.73,-0.028,0.15,0,0.034,0.025,1,1.8e-05,-0.02,0.093,0
39175.02,-0.018,0.81,0,0.014,-0.027,1,5e-06,0.035,0.35,0
12675.46,-0.026,0.2,0,0.014,-0.077,1,1.3e-05,0.0063,0.0079,0
14174.73,0.041,1.68,0,0.018,0.041,1,0.0,0.01,0.25,0
49836.3,-4.5,0.34,0,0.077,0.14,0,9.3e-14,-0.067,0.0025,0
113355.27,0.0043,0.96,0,0.015,0.059,1,0.0015,0.017,0.083,0
73214.63,-0.017,0.63,0,0.011,-0.017,1,2.8e-05,0.032,0.4,0
24788.44,-0.0099,-0.012,1,0.015,0.51,2,0.0,0.00089,0.023,1
41825.52,-0.0014,0.061,1,0.014,0.24,1,0.019,0.00096,0.00056,1
18702.84,-0.007,-0.062,0,0.015,0.0037,1,0.0,-2.2e-05,0.038,1
48536.07,0.0014,1.99,0,0.013,-0.12,1,6.7e-06,-0.061,0.4,0
8731.98,0.036,0.14,1,0.074,0.13,1,3.65,0.0023,0.025,1
41694.27,0.094,1.14,0,0.2,0.24,0,0.0,0.015,0.51,1
70798.42,-0.012,0.38,0,0.012,0.22,1,0.0,0.065,0.18,0
40595.53,0.011,1.77,0,0.014,-0.093,1,2.8e-05,0.051,0.7,0
31328.49,0.0036,2.84,0,0.018,-0.097,1,1.3e-05,-0.024,1.09,0
8567.97,-0.032,1.2,0,0.026,0.11,1,0.0,-0.0067,0.18,0
23240.75,-0.0059,2.73,0,0.018,0.23,1,7.8e-06,-0.0071,0.76,0
0.0,-0.0059,0.15,0,0.024,0.27,1,0.0,0.0033,0.0074,1
21727.91,0.014,0.86,1,0.033,-0.052,1,3e-05,0.0064,0.67,0
6574.17,0.032,0.16,0,0.027,-0.13,0,0.0,0.032,0.00075,0
31338.8,-2.2,0.89,0,0.095,0.061,0,3.4e-28,-0.0022,0.64,0
40885.43,0.005,1.69,0,0.041,0.07,1,1.5e-05,-0.09,0.29,0
34280.87,-0.016,-0.01,1,0.013,0.35,1,0.0,0.00027,0.0044,1
52951.65,-0.013,1.31,0,0.013,-0.039,1,9.7e-05,0.044,1.51,0
18986.46,-0.0051,1.11,0,0.025,0.0,1,1.1e-05,0.005,0.31,0
43418.22,-0.017,0.86,0,0.015,0.057,1,0.0,-0.0084,0.23,0
4431.24,-2.54,0.68,0,0.1,0.12,0,3e-13,0.02,0.11,0
16866.59,0.0069,0.28,0,0.017,0.21,1,7.8e-05,-0.056,0.022,0
55454.75,-0.012,1.37,0,0.016,-0.28,1,5.3e-05,0.00085,0.75,0
34521.16,-0.016,2.14,0,0.011,0.073,1,0.0,0.03,2.68,0
22830.42,0.021,0.74,0,0.033,0.0,1,7.3e-06,-0.014,0.44,0
38528.16,0.012,0.53,0,0.019,0.019,1,0.0,0.0089,0.12,0
15712.11,0.0061,1.72,0,0.02,-0.12,1,0.0,0.033,1.03,0
41729.68,0.014,1.73,0,0.016,0.59,1,3e-05,0.015,0.62,0
17471.66,-0.0056,1.36,0,0.015,-0.21,1,6.3e-06,-0.033,0.21,0
36498.13,-0.013,1.16,0,0.014,0.034,1,0.0,0.0039,0.34,0
21943.25,0.18,0.29,0,0.015,-0.26,1,1.9e-14,-0.00012,0.037,0
64933.2,0.0089,2.92,0,0.015,-0.13,1,0.0,-0.048,1.54,0
0.0,-0.037,0.32,0,0.059,-0.27,1,0.0,0.063,0.018,0
45873.48,-0.0012,1.72,0,0.013,-0.19,1,4.3e-05,-0.032,0.38,0
9908.24,0.055,0.74,0,0.044,-0.097,1,3.5e-11,0.032,0.014,0
57476.38,0.025,1.02,0,0.013,-0.032,1,3e-06,-0.0041,0.66,0
0.0,-0.095,-0.11,0,0.18,0.0021,1,0.0,0.044,0.026,0
7716.78,0.002,0.33,0,0.054,-0.017,1,0.00045,-0.021,0.096,0
30428.96,-0.031,-0.01,1,0.012,0.12,2,0.67,-0.00077,0.01,1
7041.1,-0.02,1.01,0,0.026,-0.073,1,0.0001,0.0012,0.055,0
48346.77,0.016,1.57,0,0.042,-0.013,1,2e-05,0.014,0.8,0
4814.16,-0.012,2.69,0,0.053,-0.089,1,0.0025,0.082,0.52,0
21893.05,0.023,0.16,1,0.054,0.054,1,0.22,-0.00071,-0.013,1
18587.69,0.096,0.25,0,0.13,0.41,0,0.0,0.025,0.033,0
11793.94,-0.37,0.99,0,0.027,0.19,1,7.4e-22,0.001,0.17,0
23166.03,-0.0087,1.22,0,0.012,0.1,1,0.00029,0.0051,0.82,0
100821.56,0.0064,4.44,0,0.011,-0.22,1,0.0,0.025,5.21,0
24444.07,0.0092,0.42,1,0.011,0.047,1,0.0,-0.00072,0.012,0
44800.09,0.011,0.031,1,0.0095,0.13,1,0.0,0.00023,0.032,1
32439.12,0.011,1.57,0,0.014,0.00048,1,0.00014,-0.03,0.7,0
10346.17,0.019,2.43,0,0.042,0.15,1,0.0,0.012,0.94,0
28221.85,-0.0063,0.26,0,0.014,-0.17,1,3.2e-05,0.041,0.099,0
21703.35,-0.031,0.077,1,0.024,0.62,1,0.0,-0.0022,0.018,1
18957.58,-0.022,1.16,0,0.015,-0.019,1,4.1e-06,-0.012,0.34,0
17997.24,0.029,0.67,0,0.014,-0.32,2,0.0,0.033,0.17,0
59305.71,0.0013,0.16,1,0.011,0.56,1,1.62,0.00011,0.00055,1
14560.0,0.098,0.8,0,0.1,-0.014,1,0.0021,-0.031,0.58,0
69102.52,-0.0074,1.66,0,0.022,-0.16,1,4.7e-06,-0.02,1.35,0
21391.81,0.011,0.79,0,0.013,-0.094,2,0.0,-0.028,0.44,0
39690.85,0.019,0.028,1,0.027,-0.22,1,0.13,0.0007,0.00064,1
11665.61,0.92,0.47,0,0.03,-0.24,0,1.6e-14,0.014,0.063,0
6879.95,-0.0017,0.64,0,0.019,-0.2,1,0.0,0.055,0.36,0
66783.78,-0.00032,0.85,0,0.018,-0.1,1,2.3e-06,-0.042,0.4,0
64189.09,0.0051,0.22,0,0.016,0.092,1,0.00018,0.06,0.02,0
31073.46,0.0068,1.0,0,0.014,-0.082,1,9.7e-05,-0.0028,0.24,0
7050.98,0.031,0.29,0,0.028,0.045,1,0.0,-0.026,0.16,0
70780.2,-0.014,4.06,0,0.051,0.28,1,4.4e-13,-0.0081,0.7,0
37722.22,-0.01,0.0075,1,0.011,0.15,1,0.0,0.00033,0.0047,1
33702.11,0.006,0.59,0,0.015,-0.094,1,0.0,0.0037,0.43,0
6768.43,-0.0098,0.43,0,0.023,0.066,1,1.4e-05,0.046,0.14,0
35493.97,0.065,1.64,0,0.022,0.0,1,0.0,-0.037,0.85,0
3552.2,-0.04,0.47,0,0.054,0.29,1,0.0,-0.048,0.23,0
35218.04,0.017,1.82,0,0.018,-0.34,1,2.2e-05,0.02,0.47,0
31184.75,0.013,1.22,0,0.019,0.011,1,0.0,-0.048,0.51,0
49598.24,0.021,0.73,0,0.011,0.0,2,0.0,0.00046,0.53,0
19066.88,-0.2,0.024,0,0.17,0.0,1,0.0011,0.021,-0.013,0
23172.91,0.0061,1.49,0,0.013,-0.15,1,1.1e-05,-0.0065,0.39,0
9958.11,0.023,3.86,0,0.037,-0.053,1,0.0,-0.0081,1.71,0
41336.98,-0.00068,-0.017,1,0.012,0.071,1,0.0,0.0004,0.0023,1
32452.68,-0.025,1.56,0,0.026,-0.084,1,2.3e-05,0.007,0.16,0
66970.25,-0.0085,0.019,1,0.0088,0.2,1,0.0,-0.00045,-0.0023,1
35516.56,0.018,-0.089,1,0.011,0.55,1,2.69,0.00024,0.025,1
4447.42,0.079,0.26,0,0.034,0.078,1,0.0,-0.017,0.071,0
25273.9,-0.018,-0.099,1,0.013,0.31,1,0.46,0.00023,-0.01,1
27548.99,0.26,0.82,0,0.049,0.12,1,6.1e-22,-0.014,0.52,0
15358.44,-0.027,3.97,0,0.029,0.42,1,8.4e-05,0.036,0.26,0
29334.67,0.0084,0.0067,1,0.0094,-0.056,1,1.71,0.00025,-0.01,1
48456.64,-0.021,2.6,0,0.023,0.023,1,1.5e-05,-0.00012,0.23,1
65356.52,0.0073,0.013,1,0.0091,0.38,2,0.15,0.0012,-0.00025,1
7250.08,0.033,0.78,0,0.017,-0.18,1,0.0,-0.0064,0.23,0
7147.95,0.022,0.21,0,0.053,0.035,1,0.00011,-0.094,0.019,0
20259.99,-0.29,0.89,0,0.21,-0.068,0,3.1e-13,-0.06,0.17,0
58455.18,0.0028,1.21,0,0.014,0.13,1,5e-06,0.038,0.48,0
51897.74,0.063,0.14,0,0.017,-0.12,1,8.6e-06,0.019,0.022,0
3703.07,0.0098,0.39,0,0.029,0.02,2,0.0,-0.11,0.08,0
1404.76,-2.34,0.2,0,0.057,-0.047,1,1.1e-12,-0.059,0.039,0
14232.45,-0.0042,0.64,0,0.017,-0.25,1,4.7e-06,-0.0068,0.31,0
18487.87,0.037,0.69,0,0.022,0.04,1,0.0,0.014,0.19,0
66803.24,0.0075,1.07,0,0.012,0.094,1,5.9e-05,0.077,0.23,0
61529.18,-0.55,1.8,0,0.019,0.07,1,0.0,-0.037,1.48,0
26901.76,0.027,0.79,0,0.015,-0.024,2,3.6e-06,-0.05,0.55,0
13625.09,0.23,0.073,0,0.057,0.23,0,0.0,-0.0012,-0.0053,1
60647.31,0.0075,1.2,0,0.014,0.0,2,2.2e-05,0.0048,0.73,0
64015.3,-0.003,2.5,0,0.016,0.0,1,5.6e-06,-0.00025,1.86,0
26887.96,0.011,2.16,0,0.014,-0.052,1,1.1e-06,-0.021,0.38,0
35138.86,0.017,0.014,1,0.011,0.49,1,0.0,0.00097,-0.0082,1
42722.58,-0.021,1.36,0,0.054,0.0,1,0.00024,0.059,0.96,0
30808.38,-0.004,1.07,0,0.018,-0.047,1,5.3e-05,0.01,0.25,0
8591.73,0.0082,1.96,0,0.059,0.0,1,2e-05,-0.049,0.66,0
51216.82,-0.0045,1.03,0,0.019,0.0,1,1.6e-05,-0.0027,0.66,0
22509.83,0.0092,0.83,0,0.022,0.0,1,4.2e-05,0.066,0.41,0
15307.11,0.032,0.45,0,0.02,-0.39,1,3.1e-05,0.0012,0.16,0
26349.23,-0.052,0.99,0,0.034,-0.22,1,0.00012,-0.048,0.035,0
40983.53,0.0073,-0.034,1,0.011,0.3,1,0.0,-0.0021,-0.00072,1
8002.76,-0.0066,1.08,0,0.025,0.17,1,7.8e-06,0.067,0.69,0
14706.87,-0.019,1.29,0,0.15,0.0,0,0.0,0.025,0.32,1
8518.47,-0.00039,0.33,0,0.071,-0.1,1,3.7e-05,-0.077,0.076,0
0.0,0.0032,0.95,0,0.069,0.27,1,0.00083,0.025,0.08,0
38811.57,-0.0012,1.6,0,0.017,-0.18,1,0.0,0.037,1.18,0
37283.81,-0.049,-0.013,1,0.013,-0.027,1,0.11,-0.00043,-0.015,1
68910.69,-0.019,0.83,0,0.011,-0.093,1,0.0,0.00056,0.62,0
29177.53,0.0016,0.035,1,0.011,-0.083,1,0.0,-0.00061,0.007,1
48329.04,-0.01,2.06,0,0.02,-0.16,1,3.5e-05,-0.046,1.37,0
4555.81,0.024,0.99,0,0.031,0.031,1,0.0,-0.022,0.71,0
34108.85,-0.035,0.71,0,0.02,-0.16,1,4.6e-05,0.038,0.0099,0
49708.35,0.018,0.027,1,0.013,0.067,1,0.0,0.00011,-0.00051,1
38287.07,0.024,1.33,0,0.021,0.017,1,1.2e-05,0.044,0.2,0
28367.0,0.0018,0.81,0,0.015,0.023,1,0.0,-0.049,0.074,0
59309.86,-0.0029,3.3,0,0.01,0.0098,1,0.00017,0.034,0.6,0
24129.81,-0.022,2.1,0,0.033,-0.44,2,6.4e-05,-0.049,0.76,0
19056.62,0.042,4.61,0,0.04,-0.056,1,0.00028,0.022,1.63,0
64252.15,0.0068,0.71,0,0.015,0.037,1,2.4e-06,-0.046,0.47,0
13722.74,-2.24,1.57,0,0.054,-0.16,0,4.9e-22,0.015,0.045,0
38914.77,0.13,1.05,0,0.016,-0.16,1,5.7e-13,-0.0042,0.36,0
49076.11,0.011,2.36,0,0.016,-0.21,1,2.6e-14,0.08,1.12,0
4810.77,-0.032,0.41,0,0.025,-0.041,1,0.00012,0.049,0.0097,0
34767.77,-0.013,0.0044,1,0.016,0.78,1,1.27,0.001,-0.011,1
57228.82,0.044,1.2,0,0.028,-0.11,1,3.5e-05,-0.026,0.91,0
16165.94,-0.012,2.26,0,0.019,0.21,1,9.7e-05,-0.018,0.94,0
48098.14,0.02,3.28,0,0.019,-0.19,1,0.0,-0.0046,1.35,0
91882.45,0.005,1.48,0,0.015,-0.016,1,0.0,0.018,0.81,0
33887.63,0.0094,0.89,0,0.021,0.052,1,1.3e-05,-0.0055,0.52,0
79150.45,-0.0088,2.3,0,0.01,0.072,1,2.4e-05,0.038,1.63,0
27232.09,0.051,0.29,0,0.039,0.0,1,1.83,-0.00023,0.062,1
16536.36,-1.04,0.59,0,0.027,0.0,1,3.2e-15,0.0091,0.11,1
11010.87,-0.13,2.56,0,0.06,0.0,1,3.2e-13,0.04,1.15,0
21182.83,-0.065,0.14,1,0.055,0.41,1,0.88,0.00019,0.058,1
69915.78,-0.025,1.91,0,0.017,-0.0089,1,2.4e-06,-0.019,1.04,0
70489.69,-0.0018,2.99,0,0.011,0.071,2,2.6e-06,0.081,1.99,0
33288.52,-0.0048,0.38,0,0.013,-0.066,1,3.5e-06,0.02,0.1,0
9769.37,0.72,0.16,0,0.049,0.0,1,0.0,-0.022,-0.0025,0
54738.29,0.021,0.81,0,0.015,0.078,1,1.7e-06,0.056,0.35,0
23905.33,0.024,1.17,0,0.013,-0.061,1,6.6e-06,-0.0004,0.96,0
35046.91,0.033,-0.091,1,0.023,0.21,1,0.27,0.0035,-0.0044,1
9962.09,-0.034,0.39,0,0.018,0.011,1,0.00015,-0.0028,0.089,0
18960.68,-0.014,0.84,0,0.019,0.039,1,6.2e-06,0.036,0.34,0
49217.63,-0.0089,1.51,0,0.016,0.0,1,0.0,0.0046,1.02,0
34794.46,0.021,0.79,0,0.02,-0.083,1,4.9e-05,0.028,0.22,0
33526.14,-0.00063,0.1,1,0.015,0.4,1,0.15,-0.00058,0.0098,1
26621.99,-0.0096,0.16,1,0.011,0.029,1,0.71,-0.0012,0.011,1
76206.23,0.028,1.65,0,0.015,0.079,1,0.00016,-0.0043,0.83,0
43855.35,0.011,-0.054,1,0.0085,-0.041,1,0.074,-0.0014,0.0037,1
28124.24,0.0087,0.57,0,0.017,-0.14,1,0.00033,0.023,0.055,0
44833.35,0.0024,0.97,0,0.014,0.063,1,2.6e-05,0.028,0.18,0
88269.84,0.0084,2.23,0,0.0096,-0.23,1,4.6e-05,-0.003,1.16,0
21131.47,-0.053,0.48,0,0.022,-0.089,1,5.6e-05,-0.061,0.038,0
46344.09,0.018,1.16,0,0.015,0.034,1,0.0,0.0029,0.56,0
32953.13,0.025,0.74,0,0.022,-0.099,1,4e-13,-0.03,0.52,0
107636.37,-0.011,0.22,0,0.014,0.26,1,3.7e-05,-0.0045,0.098,0
48639.77,0.19,1.2,0,0.021,-0.019,1,6.9e-12,-0.066,0.34,0
28383.93,-0.0057,0.0078,1,0.012,0.091,1,1.04,0.0014,0.0045,1
3800.54,-0.022,0.72,0,0.034,-0.06,1,1.5e-05,-0.057,0.24,0
30461.6,0.042,0.92,0,0.022,-0.22,1,0.0,-0.1,0.51,0
17232.89,0.0097,0.33,0,0.014,-0.24,1,0.0,0.095,0.061,0
26726.87,0.014,0.26,0,0.015,-0.28,1,4.4e-06,-0.029,0.057,0
47254.32,-0.0032,0.14,1,0.012,0.5,1,0.2,-1.9e-05,0.0022,1
8034.23,-0.033,0.29,0,0.031,0.0093,1,1.6e-05,-0.0084,0.13,0
28930.67,-2.05,0.72,0,0.025,-0.11,1,5.3e-14,-0.034,0.091,0
6815.71,0.024,0.28,0,0.034,0.047,1,1.5e-05,0.064,0.083,0
2007.48,0.077,0.75,0,0.067,0.049,1,0.0,-0.031,0.27,0
4409.44,1.47,1.35,0,0.17,0.011,0,1.4e-13,0.00025,0.15,0
108905.09,-0.015,1.58,0,0.012,0.049,1,1e-05,-0.092,1.08,0
56840.61,0.019,0.83,0,0.02,-0.029,1,4e-06,-0.054,0.56,0
7843.03,-0.0096,0.41,0,0.04,0.0,1,0.0,-0.14,0.056,0
0.0,0.0023,0.63,0,0.028,0.026,1,1.6e-05,0.08,0.15,0
4286.62,-0.47,0.84,0,0.035,-0.18,1,1.1e-12,-0.017,0.18,0
5878.98,0.026,3.91,0,0.043,-0.07,2,6.6e-05,-0.0074,2.01,0
28356.53,0.037,1.06,0,0.018,0.039,1,0.00043,0.0068,0.52,0
39259.4,-0.0077,0.86,0,0.014,-0.17,1,0.0,0.014,0.28,0
49192.67,0.0047,0.1,1,0.0098,0.083,1,0.044,-0.0011,0.014,1
0.0,-0.091,0.65,0,0.06,-0.15,2,0.00057,0.056,0.002,0
66702.06,0.015,1.12,0,0.016,-0.12,1,5.4e-06,-0.052,0.43,0
1871.98,-1.26,0.25,0,0.23,0.28,0,1.1e-12,0.012,0.0022,0
14170.64,-0.044,1.19,0,0.073,-0.15,1,2.9e-05,0.06,0.13,0
0.0,-0.11,0.67,0,0.033,-0.15,1,0.0,0.02,0.4,0
20020.84,0.022,1.59,0,0.025,0.072,1,8.5e-06,0.069,0.78,0
104114.71,-0.023,1.05,0,0.0092,-0.042,1,1e-06,0.02,0.62,0
34483.34,-0.043,0.3,0,0.013,-0.052,1,0.0,0.012,0.14,0
29733.58,-0.025,0.88,0,0.011,0.012,1,0.0,0.036,0.59,0
13065.1,0.068,0.28,0,0.043,0.0,1,0.0002,-0.062,0.018,0
28004.87,-0.061,-0.035,1,0.042,0.0,2,0.046,-0.00022,-0.0079,1
27438.87,0.022,0.3,0,0.013,-0.29,1,0.0,-0.026,0.089,0
29688.93,0.17,0.61,0,0.047,-0.13,2,1.2e-14,-0.0093,0.062,0
21722.25,-0.0072,0.018,1,0.01,0.11,1,0.77,0.0013,0.032,1
35085.41,-0.013,0.59,0,0.0095,-0.22,1,3.5e-05,-0.005,0.12,0
28962.98,0.016,0.064,1,0.019,0.0,1,0.036,0.0051,0.0019,1
33668.1,0.055,0.77,0,0.01,0.038,1,1.1e-05,0.064,-0.0018,0
18124.59,-0.019,0.58,0,0.023,-0.08,1,0.0,0.041,0.27,0
41248.69,-0.096,0.5,0,0.02,0.038,1,0.0,0.026,0.046,0
13397.52,0.02,1.06,0,0.016,-0.051,1,0.0,0.022,0.44,0
22624.85,0.031,1.01,0,0.015,0.081,2,9.3e-06,0.017,0.49,0
12807.79,-0.014,0.63,0,0.019,-0.05,1,0.00036,0.016,0.096,0
28883.46,-0.026,0.34,0,0.016,-0.0015,1,2.1e-05,0.056,0.05,0
22520.8,0.027,1.25,0,0.027,0.0,1,2.8e-05,-0.0089,0.69,0
19954.6,0.0032,0.55,0,0.017,0.22,1,3.1e-05,0.035,0.082,0
14251.3,0.0034,1.07,0,0.021,0.068,1,5.5e-06,-0.076,0.5,0
16541.95,0.046,0.4,0,0.015,-0.039,2,4.3e-05,-0.0044,0.033,0
36754.25,0.01,-0.011,1,0.011,0.22,1,0.43,-0.00045,0.00059,1
82925.55,0.005,1.94,0,0.012,-0.12,1,3.2e-06,-0.0055,1.46,0
31533.47,-0.013,0.57,0,0.017,-0.031,1,2.9e-05,0.012,0.16,0
20974.1,0.0046,0.94,0,0.02,0.12,1,0.0,-0.00019,-0.00092,0
33034.26,-0.019,1.17,0,0.02,0.0,1,2.5e-05,-0.089,0.62,0
111212.73,0.11,2.48,0,0.032,0.0,1,2.3e-06,-0.055,1.68,0
9944.26,0.022,1.15,0,0.02,-0.13,1,0.0,0.074,0.42,0
55546.66,0.053,0.57,0,0.013,-0.054,1,1.1e-05,0.019,0.049,0
30396.09,-0.0055,0.02,1,0.015,1.11,1,0.065,0.00086,0.0083,1
32638.42,-0.0019,0.52,0,0.01,0.1,1,0.0,0.013,0.29,0
25987.66,0.18,0.42,0,0.092,0.9,0,0.0,-0.031,-0.0065,1
0.0,7.76,-0.02,0,0.16,0.02,1,0.0,-0.056,0.0073,1
79226.36,-0.0053,4.57,0,0.017,-0.04,1,0.0,0.052,2.81,0
53239.51,0.011,2.25,0,0.018,-0.26,1,0.0,-0.002,2.46,0
46455.79,0.015,0.44,0,0.011,-0.081,1,0.0,-0.015,0.016,0
53943.5,-0.016,0.94,0,0.013,-0.021,1,0.0,-0.048,0.73,0
19831.83,-0.013,1.43,0,0.027,0.13,1,0.00065,-0.029,0.11,0
17887.17,-0.01,5.26,0,0.025,0.055,1,1.3e-05,-0.044,0.57,0
74975.52,-0.023,-0.019,0,0.048,0.093,1,0.00013,-0.017,0.021,0
55143.37,0.005,1.12,0,0.018,0.0,1,0.0,0.11,0.56,0
15938.58,-0.0054,1.19,0,0.019,0.013,1,0.0,-0.055,0.092,0
6881.43,1.28,0.72,0,0.42,0.15,0,2.1e-20,-0.061,0.042,1
27349.59,0.0073,1.52,0,0.015,0.33,1,4.4e-06,0.055,0.9,0
39427.96,-0.019,2.09,0,0.032,0.0,1,0.00012,-0.013,1.31,0
29325.93,-0.03,1.26,0,0.013,-0.25,1,7.1e-05,0.011,0.22,0
24236.68,0.11,2.21,0,0.078,-0.18,1,0.00025,0.0031,1.16,0
35299.53,0.0062,1.64,0,0.019,-0.002,1,3.9e-05,-0.003,1.53,0
24248.0,-0.0017,-0.014,1,0.013,0.52,1,0.0,0.0003,0.019,1
41970.12,0.018,0.063,1,0.011,0.23,1,0.047,-0.00027,-0.014,1
35229.58,0.016,0.75,0,0.011,0.014,2,1.1e-05,0.057,0.44,0
6247.16,-0.011,-0.11,0,0.025,-0.14,1,0.00083,0.0098,0.0028,0
36486.35,0.023,0.81,0,0.016,0.0,1,1.5e-05,0.015,0.44,0
40639.75,0.0097,0.00084,1,0.012,0.16,1,0.089,-0.0011,-0.0013,1
56921.28,0.024,0.75,0,0.015,-0.13,1,5.8e-05,0.0098,0.57,0
23274.36,0.018,-0.038,1,0.012,0.074,1,0.0,-0.00031,0.0016,1
8257.99,0.021,3.69,0,0.027,0.014,1,0.0,0.017,0.41,0
0.0,0.0098,0.0082,0,0.12,0.0,1,0.0,0.11,-0.012,0
42821.73,-0.018,0.54,0,0.024,-0.27,1,1.7e-06,-0.038,0.38,0
48838.23,0.025,7.59,0,0.012,0.0056,1,5.8e-06,0.0021,5.56,0
120954.16,-0.057,4.95,0,0.035,-0.026,1,0.0,-0.051,4.61,0
20466.37,-0.013,2.52,0,0.016,-0.094,1,0.00019,-0.0028,2.3,0
3552.22,1.39,0.0083,0,0.33,0.0,0,5.4e-09,-0.00038,-0.021,1
73828.23,0.029,1.09,0,0.018,0.028,0,3.6e-05,0.0035,0.81,0
26051.5,0.033,-0.15,1,0.017,0.2,1,0.0,5.6e-05,-0.048,1
92231.2,-0.014,1.36,0,0.023,-0.097,1,0.00097,0.056,1.06,0
0.0,-0.055,0.54,0,0.051,0.085,0,0.00012,0.00051,0.14,0
0.0,-0.026,0.0095,0,0.04,-0.1,1,0.0,-0.014,-0.009,0
31578.52,-0.018,3.15,0,0.021,-0.39,1,3.6e-06,0.043,1.85,0
41455.93,0.017,0.76,0,0.013,-0.19,1,8.9e-07,-0.03,0.7,0
26451.28,0.028,0.96,0,0.024,0.0,1,1.6e-06,0.025,0.79,0
14983.54,0.048,1.22,0,0.06,-0.053,1,0.0,0.042,0.2,0
54577.39,-0.0098,2.43,0,0.021,0.058,1,1e-05,-0.08,0.7,0
34114.19,0.027,0.025,1,0.012,-0.17,1,0.0,-0.00021,0.0016,1
52570.7,0.0075,1.88,0,0.019,-0.11,0,0.0,0.037,1.09,0
9164.69,0.048,0.53,0,0.024,0.07,2,5.1e-06,-0.031,0.084,0
67905.54,-0.0079,1.15,0,0.019,0.037,1,6.2e-05,0.035,0.71,0
39094.43,0.0094,0.088,1,0.011,0.2,1,0.16,-0.0002,0.045,1
20666.83,-0.015,0.55,0,0.027,0.14,1,6.1e-05,0.021,0.028,0
7183.6,0.0092,0.21,0,0.028,0.076,1,0.00056,0.013,-0.018,0
7769.4,0.082,1.48,0,0.018,0.023,1,5e-05,-0.067,0.35,0
24232.42,-0.0084,1.08,0,0.014,0.16,1,0.0,-0.046,0.32,0
85538.69,0.014,1.19,0,0.014,-0.031,1,0.0,0.029,0.15,0
35424.0,0.046,0.77,0,0.014,0.048,1,2e-05,0.012,0.28,0
36307.83,-0.025,0.86,0,0.014,0.27,1,3.9e-06,0.01,0.18,0
25022.05,0.0094,1.68,0,0.028,-0.19,1,4.3e-05,-0.025,1.14,0
27000.81,0.019,3.51,0,0.027,-0.027,1,0.0,-0.015,2.65,0
13750.86,0.018,0.95,0,0.019,0.0025,1,6.2e-05,0.013,0.00025,0
0.0,0.31,0.26,0,0.14,0.0,2,2.3e-05,0.019,-0.0037,1
41409.14,-0.0027,0.13,1,0.011,0.085,1,0.23,4.9e-05,-0.00029,1
24489.4,-0.018,1.41,0,0.023,0.12,1,5.4e-05,-0.038,0.82,0
5448.68,0.00016,0.95,0,0.13,-0.083,1,0.0013,0.061,0.27,0
13136.66,0.046,3.24,0,0.018,-0.091,1,1.4e-05,0.041,1.23,0
7436.33,-0.052,0.38,0,0.075,-0.22,1,0.0,0.05,0.23,0
11261.3,0.06,1.12,0,0.047,-0.084,1,8.7e-05,-0.042,0.11,0
29818.55,0.0026,0.55,0,0.013,-0.029,1,5.5e-06,-0.0011,0.27,0
0.0,0.19,1.19,0,0.095,0.0033,1,0.0054,-0.031,0.0024,0
